epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,332.567,1.21447,0.61307,0.81561,0.87431,0.92035,0.966,0.63578,1.24452,0.62552,0.86174,0.001406,0.001406,0.001406
47,339.759,1.24329,0.61436,0.8058,0.87887,0.92035,0.96245,0.59459,1.28064,0.63375,0.87197,0.0013928,0.0013928,0.0013928
48,346.84,1.19508,0.59468,0.80764,0.92073,0.9251,0.96836,0.62976,1.24835,0.62249,0.8642,0.0013796,0.0013796,0.0013796
49,353.922,1.22826,0.59671,0.8145,0.89968,0.95236,0.96417,0.59545,1.3307,0.6135,0.87206,0.0013664,0.0013664,0.0013664
50,361.024,1.20851,0.59002,0.81786,0.89949,0.95034,0.96848,0.60811,1.3085,0.61848,0.88611,0.0013532,0.0013532,0.0013532
51,368.113,1.33215,0.63442,0.83744,0.86712,0.89381,0.93686,0.58418,1.36537,0.69802,0.89035,0.00134,0.00134,0.00134
52,375.401,1.2397,0.61125,0.81281,0.93281,0.9292,0.97014,0.61268,1.25992,0.59329,0.86337,0.0013268,0.0013268,0.0013268
53,382.463,1.25145,0.59507,0.82769,0.93657,0.91462,0.96742,0.61063,1.31659,0.61102,0.89134,0.0013136,0.0013136,0.0013136
54,389.56,1.24608,0.59822,0.82237,0.84993,0.90213,0.9416,0.61347,1.25038,0.66162,0.85549,0.0013004,0.0013004,0.0013004
55,396.642,1.20799,0.6097,0.82993,0.95102,0.88496,0.96059,0.6187,1.22798,0.62243,0.85996,0.0012872,0.0012872,0.0012872
56,403.735,1.17633,0.60847,0.81609,0.95468,0.93208,0.96835,0.60305,1.26533,0.60503,0.86788,0.001274,0.001274,0.001274
57,410.813,1.20159,0.59316,0.81545,0.8978,0.93291,0.97098,0.62992,1.22369,0.59669,0.85112,0.0012608,0.0012608,0.0012608
58,418.069,1.20157,0.58279,0.79949,0.92906,0.92035,0.9666,0.63986,1.22305,0.58225,0.87065,0.0012476,0.0012476,0.0012476
59,425.241,1.19142,0.59565,0.82746,0.95235,0.90265,0.96298,0.62184,1.25113,0.61786,0.87601,0.0012344,0.0012344,0.0012344
60,432.334,1.26184,0.62302,0.81504,0.9564,0.90265,0.96946,0.60445,1.30694,0.62032,0.87102,0.0012212,0.0012212,0.0012212
61,439.378,1.21746,0.59375,0.81461,0.92649,0.89228,0.95519,0.6015,1.34015,0.62198,0.86313,0.001208,0.001208,0.001208
62,446.455,1.23609,0.58984,0.81894,0.94484,0.90951,0.96347,0.60045,1.32714,0.5941,0.85884,0.0011948,0.0011948,0.0011948
63,453.531,1.18461,0.57593,0.79429,0.92986,0.9646,0.97072,0.62538,1.22721,0.58776,0.84398,0.0011816,0.0011816,0.0011816
64,460.823,1.1348,0.56213,0.82198,0.89628,0.9469,0.96593,0.63164,1.2145,0.59798,0.8488,0.0011684,0.0011684,0.0011684
65,467.897,1.24304,0.59418,0.81561,0.92165,0.93805,0.97352,0.62635,1.26183,0.58922,0.8585,0.0011552,0.0011552,0.0011552
66,475.002,1.23044,0.60564,0.81666,0.92612,0.88747,0.95849,0.59733,1.33476,0.62254,0.85754,0.001142,0.001142,0.001142
67,482.111,1.20738,0.58492,0.82889,0.94246,0.9292,0.96477,0.64251,1.20473,0.58774,0.86735,0.0011288,0.0011288,0.0011288
68,489.258,1.18853,0.57651,0.80722,0.93743,0.92805,0.96497,0.6244,1.24989,0.61462,0.8608,0.0011156,0.0011156,0.0011156
69,496.357,1.13719,0.56557,0.79779,0.88951,0.87611,0.94301,0.6355,1.24295,0.64291,0.85956,0.0011024,0.0011024,0.0011024
70,503.624,1.17328,0.57185,0.7976,0.91681,0.92035,0.96108,0.62963,1.17375,0.60732,0.84781,0.0010892,0.0010892,0.0010892
71,510.72,1.1661,0.56846,0.80123,0.86231,0.9469,0.94924,0.60456,1.25307,0.61959,0.85688,0.001076,0.001076,0.001076
72,517.804,1.12451,0.57799,0.81017,0.90539,0.9292,0.95236,0.61321,1.21614,0.62919,0.8541,0.0010628,0.0010628,0.0010628
73,524.886,1.18931,0.59238,0.81293,0.92086,0.92683,0.96868,0.62797,1.22863,0.59015,0.86919,0.0010496,0.0010496,0.0010496
74,531.994,1.10143,0.52939,0.80224,0.94355,0.88753,0.96183,0.62494,1.25777,0.60966,0.84762,0.0010364,0.0010364,0.0010364
75,539.059,1.17293,0.56456,0.81445,0.92169,0.9292,0.9587,0.63687,1.25233,0.61242,0.86907,0.0010232,0.0010232,0.0010232
76,546.117,1.09326,0.56676,0.8121,0.93032,0.92035,0.97169,0.64481,1.21717,0.56864,0.86975,0.00101,0.00101,0.00101
77,553.482,1.15059,0.56948,0.80377,0.94635,0.93657,0.9674,0.63121,1.19473,0.57676,0.86126,0.0009968,0.0009968,0.0009968
78,560.546,1.16382,0.54902,0.79971,0.91409,0.94164,0.96152,0.62747,1.19872,0.58663,0.85797,0.0009836,0.0009836,0.0009836
79,567.628,1.19108,0.56326,0.80146,0.93085,0.92035,0.96338,0.61783,1.19099,0.58289,0.86398,0.0009704,0.0009704,0.0009704
80,574.697,1.15776,0.55882,0.81161,0.92264,0.9646,0.96557,0.62441,1.22804,0.57414,0.85876,0.0009572,0.0009572,0.0009572
81,581.786,1.14636,0.5584,0.79671,0.92927,0.95575,0.96815,0.63072,1.17675,0.5679,0.85259,0.000944,0.000944,0.000944
82,588.899,1.20466,0.57135,0.79505,0.92421,0.9115,0.96105,0.62478,1.17949,0.56486,0.8605,0.0009308,0.0009308,0.0009308
83,596.207,1.15084,0.53797,0.81432,0.91245,0.92231,0.9576,0.61046,1.25949,0.59492,0.87373,0.0009176,0.0009176,0.0009176
84,603.314,1.12901,0.54212,0.81746,0.90372,0.95575,0.9535,0.6395,1.14547,0.57476,0.84431,0.0009044,0.0009044,0.0009044
85,610.405,1.16598,0.5385,0.78222,0.91401,0.94071,0.9595,0.65135,1.13559,0.55871,0.84868,0.0008912,0.0008912,0.0008912
86,617.559,1.14307,0.53792,0.78735,0.90548,0.93252,0.96763,0.62488,1.24595,0.59422,0.85795,0.000878,0.000878,0.000878
87,624.646,1.10502,0.5352,0.79104,0.9284,0.97345,0.96484,0.63725,1.16529,0.57014,0.86267,0.0008648,0.0008648,0.0008648
88,631.73,1.12851,0.55754,0.7978,0.92066,0.9292,0.96409,0.64892,1.19016,0.57457,0.85516,0.0008516,0.0008516,0.0008516
89,639.023,1.15113,0.53677,0.79913,0.92916,0.92862,0.96747,0.63407,1.18421,0.58258,0.85999,0.0008384,0.0008384,0.0008384
90,646.078,1.09497,0.52001,0.78669,0.91501,0.95278,0.96163,0.63023,1.19007,0.56868,0.85734,0.0008252,0.0008252,0.0008252
91,653.113,1.18607,0.55178,0.79837,0.90388,0.9154,0.95013,0.63517,1.21131,0.58194,0.85892,0.000812,0.000812,0.000812
92,661.96,1.075,0.52058,0.8025,0.93714,0.9469,0.96626,0.61016,1.24055,0.5642,0.85467,0.0007988,0.0007988,0.0007988
93,669.024,1.08876,0.52278,0.80086,0.92869,0.9469,0.95846,0.63258,1.19402,0.55685,0.85225,0.0007856,0.0007856,0.0007856
94,676.502,1.11394,0.50969,0.79607,0.92143,0.9469,0.96531,0.64961,1.16487,0.56284,0.84199,0.0007724,0.0007724,0.0007724
95,683.544,1.10581,0.52444,0.79161,0.90499,0.92728,0.96422,0.64787,1.16365,0.57149,0.83941,0.0007592,0.0007592,0.0007592
96,690.608,1.08267,0.5093,0.7949,0.92738,0.9469,0.96342,0.64201,1.16707,0.55979,0.84092,0.000746,0.000746,0.000746
97,697.711,1.1303,0.51839,0.78332,0.90744,0.9469,0.95941,0.62662,1.20541,0.59328,0.8593,0.0007328,0.0007328,0.0007328
98,704.821,1.08752,0.51243,0.78943,0.8953,0.95575,0.95908,0.63355,1.16237,0.58287,0.84901,0.0007196,0.0007196,0.0007196
99,711.905,1.07754,0.51717,0.79849,0.94611,0.93227,0.95947,0.64234,1.1735,0.58689,0.85245,0.0007064,0.0007064,0.0007064
100,719.188,1.14801,0.52064,0.7957,0.94456,0.95575,0.96919,0.64244,1.17864,0.56898,0.85544,0.0006932,0.0006932,0.0006932
101,726.289,1.0612,0.51392,0.79161,0.93685,0.9646,0.96973,0.65861,1.13939,0.542,0.8496,0.00068,0.00068,0.00068
102,733.483,1.03678,0.50491,0.80356,0.90826,0.96371,0.97364,0.65867,1.13595,0.55938,0.84755,0.0006668,0.0006668,0.0006668
103,740.611,1.06215,0.51512,0.79988,0.90317,0.90797,0.95808,0.63888,1.16771,0.57081,0.84624,0.0006536,0.0006536,0.0006536
104,747.718,1.04113,0.48349,0.78285,0.92272,0.95098,0.96675,0.66966,1.10876,0.52802,0.84374,0.0006404,0.0006404,0.0006404
105,754.87,1.07031,0.5043,0.78528,0.91925,0.9469,0.96789,0.67232,1.12115,0.53313,0.84839,0.0006272,0.0006272,0.0006272
106,762.2,1.01914,0.49866,0.79136,0.93842,0.9469,0.96826,0.65362,1.13656,0.54884,0.84556,0.000614,0.000614,0.000614
107,769.271,1.05494,0.49423,0.79211,0.92307,0.95568,0.97145,0.65916,1.13589,0.53941,0.8453,0.0006008,0.0006008,0.0006008
108,776.364,1.02409,0.49702,0.79156,0.94485,0.90961,0.9691,0.66287,1.14559,0.57328,0.8501,0.0005876,0.0005876,0.0005876
109,783.476,1.10754,0.52047,0.7818,0.90721,0.95172,0.96724,0.65401,1.17353,0.56869,0.84941,0.0005744,0.0005744,0.0005744
110,790.536,1.06954,0.51727,0.7951,0.91378,0.9646,0.96922,0.64705,1.15332,0.56424,0.8452,0.0005612,0.0005612,0.0005612
111,797.611,1.11055,0.514,0.78222,0.9007,0.95575,0.96463,0.65172,1.1199,0.5472,0.84394,0.000548,0.000548,0.000548
112,804.908,1.12243,0.5106,0.79566,0.9383,0.94209,0.96655,0.63551,1.16858,0.55907,0.8499,0.0005348,0.0005348,0.0005348
113,811.993,1.02614,0.51339,0.77825,0.93444,0.9646,0.97636,0.65589,1.133,0.53474,0.84502,0.0005216,0.0005216,0.0005216
114,819.08,1.06045,0.4879,0.78322,0.93319,0.9469,0.97435,0.63764,1.1723,0.56463,0.84693,0.0005084,0.0005084,0.0005084
115,826.165,1.0314,0.50453,0.78513,0.92363,0.96325,0.97311,0.65445,1.12788,0.53059,0.83948,0.0004952,0.0004952,0.0004952
116,833.233,1.06705,0.50813,0.78207,0.92866,0.95575,0.97028,0.667,1.1244,0.52806,0.83941,0.000482,0.000482,0.000482
117,840.327,1.11755,0.51591,0.77732,0.9541,0.93805,0.9635,0.64182,1.1526,0.56441,0.8504,0.0004688,0.0004688,0.0004688
118,847.569,1.08393,0.50385,0.7796,0.93008,0.94178,0.96962,0.65764,1.13582,0.55583,0.84335,0.0004556,0.0004556,0.0004556
119,854.669,1.02274,0.48288,0.79016,0.94091,0.93805,0.97236,0.66326,1.1177,0.52626,0.84427,0.0004424,0.0004424,0.0004424
120,861.74,1.00621,0.48667,0.78734,0.94589,0.92824,0.9682,0.6617,1.10766,0.52235,0.84257,0.0004292,0.0004292,0.0004292
121,868.812,1.06432,0.50574,0.7797,0.9411,0.9469,0.97035,0.64982,1.15193,0.53997,0.84739,0.000416,0.000416,0.000416
122,875.876,1.04743,0.50239,0.78423,0.93995,0.96965,0.97554,0.67609,1.1029,0.50538,0.84622,0.0004028,0.0004028,0.0004028
123,883.023,0.98914,0.46395,0.78708,0.9223,0.94538,0.96552,0.66323,1.10252,0.53343,0.84174,0.0003896,0.0003896,0.0003896
124,890.295,1.06179,0.48569,0.77869,0.94916,0.93805,0.96749,0.6655,1.10292,0.52916,0.83884,0.0003764,0.0003764,0.0003764
125,897.352,1.0022,0.47311,0.77319,0.92581,0.95575,0.97071,0.65645,1.12792,0.52334,0.83898,0.0003632,0.0003632,0.0003632
126,904.417,1.00234,0.47435,0.7862,0.93692,0.95575,0.97225,0.64419,1.12168,0.5456,0.84167,0.00035,0.00035,0.00035
127,911.5,0.98415,0.47502,0.78861,0.9237,0.96423,0.97481,0.65761,1.10674,0.53181,0.83714,0.0003368,0.0003368,0.0003368
128,918.575,1.09455,0.49558,0.7744,0.94203,0.97345,0.97319,0.6575,1.11412,0.52841,0.84039,0.0003236,0.0003236,0.0003236
129,925.686,1.05773,0.49054,0.78209,0.96759,0.93805,0.97395,0.65817,1.09797,0.50148,0.84211,0.0003104,0.0003104,0.0003104
130,932.941,1.00001,0.45767,0.77927,0.94892,0.9646,0.97476,0.65011,1.1515,0.53009,0.83933,0.0002972,0.0002972,0.0002972
131,939.993,1.01355,0.46719,0.76762,0.94133,0.9292,0.97456,0.67485,1.09967,0.53659,0.83596,0.000284,0.000284,0.000284
132,947.099,1.00627,0.47261,0.78156,0.947,0.95575,0.97542,0.6636,1.12115,0.52564,0.83556,0.0002708,0.0002708,0.0002708
133,954.162,1.05325,0.47648,0.77439,0.95567,0.95387,0.97435,0.66633,1.0943,0.51823,0.83748,0.0002576,0.0002576,0.0002576
134,961.257,1.11036,0.49142,0.76797,0.95885,0.95575,0.96425,0.67323,1.10374,0.508,0.84283,0.0002444,0.0002444,0.0002444
135,968.301,0.9534,0.45427,0.80058,0.95194,0.9469,0.96345,0.67425,1.10019,0.50817,0.83884,0.0002312,0.0002312,0.0002312
136,975.548,1.02547,0.46924,0.78508,0.93005,0.97345,0.97521,0.65928,1.10542,0.52108,0.83501,0.000218,0.000218,0.000218
137,982.644,0.96544,0.46771,0.78745,0.93849,0.9646,0.97534,0.67268,1.07288,0.50825,0.8383,0.0002048,0.0002048,0.0002048
138,989.717,0.99204,0.4613,0.78199,0.93261,0.9646,0.97478,0.67089,1.08407,0.51812,0.83802,0.0001916,0.0001916,0.0001916
139,996.796,1.00283,0.46401,0.77817,0.9458,0.95575,0.97515,0.67063,1.09304,0.51417,0.84218,0.0001784,0.0001784,0.0001784
140,1003.86,0.96774,0.46213,0.76966,0.92084,0.97345,0.97434,0.67763,1.07825,0.51547,0.83849,0.0001652,0.0001652,0.0001652
141,1013.27,0.87473,0.44237,0.77955,0.92274,0.9646,0.96801,0.66306,1.07696,0.50068,0.83277,0.000152,0.000152,0.000152
142,1020.63,0.86407,0.44221,0.78043,0.95633,0.9292,0.97467,0.65703,1.08114,0.52063,0.83811,0.0001388,0.0001388,0.0001388
143,1027.69,0.81172,0.42839,0.77108,0.9459,0.93805,0.97654,0.66261,1.08462,0.51734,0.83758,0.0001256,0.0001256,0.0001256
144,1034.76,0.81149,0.41512,0.77582,0.94455,0.93805,0.97692,0.66672,1.10892,0.53419,0.83731,0.0001124,0.0001124,0.0001124
145,1041.81,0.85,0.41866,0.75892,0.93662,0.9469,0.97666,0.66522,1.11187,0.5185,0.83665,9.92e-05,9.92e-05,9.92e-05
146,1048.85,0.83407,0.42845,0.78207,0.95495,0.9469,0.97722,0.66411,1.10122,0.51176,0.84023,8.6e-05,8.6e-05,8.6e-05
147,1055.94,0.82718,0.42526,0.77577,0.93936,0.95961,0.97675,0.66363,1.09612,0.51498,0.83951,7.28e-05,7.28e-05,7.28e-05
148,1063.19,0.88725,0.43735,0.77529,0.95492,0.93722,0.96794,0.66198,1.09567,0.51348,0.8428,5.96e-05,5.96e-05,5.96e-05
149,1070.27,0.8185,0.4062,0.77693,0.96319,0.92615,0.97301,0.66879,1.09356,0.51731,0.84023,4.64e-05,4.64e-05,4.64e-05
150,1077.34,0.8338,0.41798,0.7897,0.93835,0.94294,0.97356,0.67125,1.09007,0.51633,0.8423,3.32e-05,3.32e-05,3.32e-05
