epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,66.1817,1.93242,1.14795,1.09085,0.83349,0.70796,0.83252,0.39165,1.80043,1.00607,1.04282,0.0017426,0.0017426,0.0017426
15,70.6139,1.83601,1.10031,1.04163,0.73855,0.73451,0.82496,0.39788,1.79675,1.06774,1.06963,0.0017228,0.0017228,0.0017228
16,74.8934,1.79406,1.06518,1.04405,0.79196,0.70746,0.80371,0.37977,1.8418,1.14002,1.10046,0.001703,0.001703,0.001703
17,79.1511,1.70449,0.97981,1.01082,0.81089,0.84956,0.90237,0.44722,1.6606,0.88997,1.06668,0.0016832,0.0016832,0.0016832
18,83.4481,1.7498,0.96701,0.99196,0.79253,0.64232,0.79511,0.4017,1.89252,1.06757,1.09586,0.0016634,0.0016634,0.0016634
19,87.7089,1.75226,0.98738,0.98663,0.90635,0.86726,0.93081,0.48577,1.73353,0.87534,1.043,0.0016436,0.0016436,0.0016436
20,92.0356,1.77592,0.99912,0.98122,0.81426,0.76106,0.88567,0.46609,1.75268,0.87911,1.03743,0.0016238,0.0016238,0.0016238
21,96.3668,1.73928,0.97615,1.00827,0.8896,0.78445,0.89702,0.46513,1.67437,0.89517,1.01172,0.001604,0.001604,0.001604
22,100.594,1.70849,0.94339,0.99398,0.85071,0.65556,0.83313,0.45386,1.69931,0.98448,1.02285,0.0015842,0.0015842,0.0015842
23,104.839,1.66819,0.91803,0.98612,0.83146,0.69027,0.82363,0.42161,1.68852,1.00177,1.03098,0.0015644,0.0015644,0.0015644
24,109.086,1.67769,0.94081,0.96677,0.77891,0.84179,0.82761,0.44125,1.62837,0.98437,1.02903,0.0015446,0.0015446,0.0015446
25,113.314,1.70036,0.9802,1.01164,0.84977,0.73451,0.85634,0.44351,1.69501,0.95122,1.04489,0.0015248,0.0015248,0.0015248
26,117.548,1.58898,0.91715,0.95733,0.83856,0.89381,0.92666,0.51249,1.52975,0.92384,1.00399,0.001505,0.001505,0.001505
27,121.987,1.62828,0.90109,0.96321,0.79527,0.79065,0.87514,0.48399,1.63253,0.83858,0.99534,0.0014852,0.0014852,0.0014852
28,126.211,1.5826,0.88067,0.93311,0.86081,0.79646,0.92224,0.47619,1.59287,0.82508,0.96193,0.0014654,0.0014654,0.0014654
29,130.45,1.73234,0.888,0.96475,0.81627,0.82565,0.90822,0.45559,1.68628,0.83304,0.96713,0.0014456,0.0014456,0.0014456
30,134.675,1.68297,0.86686,0.9348,0.92363,0.87611,0.95637,0.48981,1.58126,0.80543,0.97559,0.0014258,0.0014258,0.0014258
31,138.903,1.56078,0.8733,0.94692,0.88896,0.81416,0.91772,0.50707,1.57919,0.80635,0.96761,0.001406,0.001406,0.001406
32,143.142,1.49663,0.82044,0.92692,0.86365,0.89689,0.95053,0.55463,1.46631,0.73013,0.94686,0.0013862,0.0013862,0.0013862
33,147.43,1.52479,0.81825,0.92385,0.94886,0.80531,0.92251,0.50689,1.57344,0.77715,0.97578,0.0013664,0.0013664,0.0013664
34,151.792,1.46881,0.83383,0.91221,0.81479,0.64602,0.74142,0.38844,1.74218,1.19052,1.10741,0.0013466,0.0013466,0.0013466
35,156.008,1.57727,0.84751,0.94098,0.86695,0.87611,0.94261,0.55104,1.45328,0.74721,0.93617,0.0013268,0.0013268,0.0013268
36,160.215,1.40368,0.80179,0.91692,0.84962,0.89381,0.95507,0.5326,1.47685,0.75535,0.94004,0.001307,0.001307,0.001307
37,164.472,1.55584,0.83327,0.90531,0.88958,0.87611,0.95651,0.55708,1.43604,0.73565,0.94379,0.0012872,0.0012872,0.0012872
38,168.772,1.4463,0.77723,0.90838,0.81485,0.77895,0.88832,0.4754,1.6097,0.87794,1.00604,0.0012674,0.0012674,0.0012674
39,173.015,1.52381,0.78891,0.91063,0.87224,0.90625,0.94845,0.55334,1.43995,0.77,0.95415,0.0012476,0.0012476,0.0012476
40,177.352,1.48948,0.80925,0.9074,0.90809,0.9115,0.96324,0.52174,1.51117,0.77807,0.93563,0.0012278,0.0012278,0.0012278
41,181.563,1.45305,0.83374,0.91835,0.87507,0.93805,0.96229,0.54826,1.46679,0.77555,0.93418,0.001208,0.001208,0.001208
42,185.812,1.4934,0.77544,0.89124,0.88608,0.89481,0.94256,0.54498,1.43736,0.75535,0.93624,0.0011882,0.0011882,0.0011882
43,190.048,1.40588,0.76228,0.87677,0.90818,0.86726,0.95466,0.55917,1.42479,0.74924,0.91221,0.0011684,0.0011684,0.0011684
44,194.358,1.44728,0.79598,0.88317,0.94415,0.89768,0.97071,0.55961,1.43969,0.71132,0.91966,0.0011486,0.0011486,0.0011486
45,198.647,1.42502,0.76864,0.88764,0.9287,0.9292,0.96737,0.5664,1.37618,0.7397,0.89248,0.0011288,0.0011288,0.0011288
46,203.08,1.4092,0.75952,0.87928,0.93931,0.9115,0.95893,0.56637,1.41876,0.71361,0.91505,0.001109,0.001109,0.001109
47,207.312,1.41515,0.75387,0.87521,0.88432,0.82301,0.92075,0.54773,1.43438,0.74661,0.946,0.0010892,0.0010892,0.0010892
48,211.527,1.44284,0.74551,0.87427,0.81763,0.88496,0.90704,0.51778,1.44295,0.8357,0.91625,0.0010694,0.0010694,0.0010694
49,215.763,1.43513,0.74871,0.86982,0.87378,0.87611,0.92821,0.53305,1.49946,0.7722,0.90553,0.0010496,0.0010496,0.0010496
50,220.004,1.46789,0.75889,0.88387,0.89724,0.92724,0.96714,0.57294,1.41318,0.70154,0.88909,0.0010298,0.0010298,0.0010298
51,224.272,1.44071,0.74612,0.86453,0.91755,0.9115,0.96828,0.59617,1.32609,0.70832,0.88628,0.00101,0.00101,0.00101
52,228.746,1.42406,0.75097,0.89337,0.91881,0.90265,0.95268,0.57862,1.31645,0.71545,0.88122,0.0009902,0.0009902,0.0009902
53,232.957,1.45707,0.74149,0.86217,0.84996,0.9115,0.9568,0.57217,1.38434,0.69561,0.87215,0.0009704,0.0009704,0.0009704
54,237.205,1.37885,0.72053,0.87029,0.87728,0.9115,0.94081,0.56741,1.37359,0.72424,0.90438,0.0009506,0.0009506,0.0009506
55,241.437,1.41445,0.73817,0.84053,0.90377,0.9143,0.95057,0.57149,1.43897,0.73706,0.92389,0.0009308,0.0009308,0.0009308
56,245.668,1.41936,0.75655,0.89194,0.87851,0.83191,0.94624,0.60204,1.3663,0.7033,0.88832,0.000911,0.000911,0.000911
57,249.958,1.3051,0.70604,0.85141,0.91323,0.85841,0.94961,0.59192,1.33566,0.67954,0.90101,0.0008912,0.0008912,0.0008912
58,254.171,1.32122,0.7204,0.85459,0.92215,0.9292,0.97859,0.60427,1.28153,0.65283,0.8889,0.0008714,0.0008714,0.0008714
59,258.633,1.35021,0.70797,0.85053,0.90547,0.9324,0.95454,0.58488,1.27792,0.65814,0.88569,0.0008516,0.0008516,0.0008516
60,262.847,1.33043,0.67241,0.849,0.88863,0.91795,0.95703,0.57538,1.37537,0.73803,0.89839,0.0008318,0.0008318,0.0008318
61,267.079,1.31294,0.72601,0.8638,0.88474,0.9115,0.96726,0.61774,1.32653,0.6726,0.8725,0.000812,0.000812,0.000812
62,271.376,1.3308,0.71672,0.86648,0.89927,0.95575,0.9731,0.62523,1.27705,0.66457,0.87816,0.0007922,0.0007922,0.0007922
63,275.686,1.30321,0.67965,0.84476,0.91452,0.94681,0.97734,0.59905,1.32163,0.67054,0.87932,0.0007724,0.0007724,0.0007724
64,279.925,1.27535,0.66151,0.86927,0.8915,0.92035,0.96689,0.61052,1.33274,0.63419,0.87839,0.0007526,0.0007526,0.0007526
65,284.277,1.36129,0.66802,0.85191,0.89637,0.95575,0.96674,0.5753,1.38048,0.66044,0.89467,0.0007328,0.0007328,0.0007328
66,288.477,1.34819,0.67169,0.84814,0.93244,0.89381,0.97552,0.59456,1.35527,0.66407,0.87984,0.000713,0.000713,0.000713
67,292.723,1.30139,0.65092,0.83272,0.86449,0.9292,0.96188,0.58226,1.35935,0.68471,0.87371,0.0006932,0.0006932,0.0006932
68,296.977,1.31791,0.67053,0.83524,0.87393,0.9292,0.96094,0.61105,1.32356,0.67679,0.88444,0.0006734,0.0006734,0.0006734
69,301.215,1.27654,0.66566,0.86613,0.84275,0.95575,0.95899,0.60102,1.34587,0.65058,0.88479,0.0006536,0.0006536,0.0006536
70,305.429,1.31199,0.65323,0.83446,0.89895,0.94476,0.96912,0.5992,1.31728,0.65163,0.88541,0.0006338,0.0006338,0.0006338
71,309.761,1.26473,0.63627,0.84233,0.90521,0.95575,0.97384,0.62775,1.26848,0.61951,0.88282,0.000614,0.000614,0.000614
72,314.086,1.28296,0.65341,0.85124,0.97134,0.88496,0.97439,0.63198,1.23473,0.6212,0.87728,0.0005942,0.0005942,0.0005942
73,318.381,1.27032,0.63808,0.83621,0.86855,0.93558,0.9602,0.59051,1.34918,0.65743,0.87687,0.0005744,0.0005744,0.0005744
74,322.643,1.24679,0.64456,0.83934,0.90956,0.9469,0.96782,0.61537,1.27414,0.66783,0.87211,0.0005546,0.0005546,0.0005546
75,326.873,1.2939,0.64718,0.841,0.88044,0.91235,0.95305,0.56431,1.34321,0.69764,0.88757,0.0005348,0.0005348,0.0005348
76,331.095,1.26862,0.64952,0.82922,0.88482,0.95575,0.9628,0.62288,1.27676,0.62233,0.86688,0.000515,0.000515,0.000515
77,335.468,1.25847,0.64809,0.83406,0.85655,0.9469,0.96049,0.63217,1.23129,0.62149,0.87608,0.0004952,0.0004952,0.0004952
78,339.741,1.21699,0.62571,0.82262,0.9116,0.93805,0.97033,0.60988,1.25411,0.60821,0.87509,0.0004754,0.0004754,0.0004754
79,343.982,1.21592,0.61288,0.82891,0.90671,0.93805,0.97331,0.63511,1.20935,0.60217,0.86095,0.0004556,0.0004556,0.0004556
80,348.28,1.22258,0.61687,0.83609,0.92333,0.92035,0.97833,0.63527,1.22277,0.59839,0.86346,0.0004358,0.0004358,0.0004358
81,352.583,1.24101,0.6281,0.82277,0.89611,0.93805,0.97471,0.62682,1.27655,0.60617,0.86491,0.000416,0.000416,0.000416
82,356.821,1.166,0.62467,0.83186,0.8909,0.88496,0.9553,0.6452,1.22699,0.6089,0.85847,0.0003962,0.0003962,0.0003962
83,361.13,1.24393,0.62101,0.81334,0.90468,0.92393,0.96394,0.63229,1.2237,0.633,0.86164,0.0003764,0.0003764,0.0003764
84,365.522,1.26407,0.62885,0.82329,0.9072,0.95163,0.97456,0.63433,1.21404,0.60192,0.86638,0.0003566,0.0003566,0.0003566
85,369.764,1.24634,0.59991,0.82063,0.87035,0.93805,0.96226,0.65076,1.19436,0.6074,0.86154,0.0003368,0.0003368,0.0003368
86,374.045,1.20764,0.59869,0.83565,0.89116,0.89381,0.96247,0.64169,1.20547,0.59716,0.86328,0.000317,0.000317,0.000317
87,378.287,1.15667,0.58756,0.80385,0.87827,0.95575,0.95315,0.62505,1.21233,0.60805,0.86917,0.0002972,0.0002972,0.0002972
88,382.532,1.16836,0.59035,0.82676,0.9197,0.9469,0.96831,0.64636,1.22077,0.60185,0.86283,0.0002774,0.0002774,0.0002774
89,386.737,1.19813,0.59021,0.81292,0.92083,0.92634,0.97406,0.6518,1.23115,0.61134,0.8587,0.0002576,0.0002576,0.0002576
90,391.168,1.14557,0.58398,0.8324,0.87685,0.94517,0.97041,0.64406,1.20603,0.59171,0.85917,0.0002378,0.0002378,0.0002378
91,397.12,1.12364,0.59825,0.82903,0.912,0.93805,0.97061,0.62565,1.24621,0.61373,0.86229,0.000218,0.000218,0.000218
92,401.355,1.02831,0.55249,0.81702,0.93208,0.90265,0.96633,0.64727,1.2039,0.6024,0.86021,0.0001982,0.0001982,0.0001982
93,405.541,1.06928,0.55255,0.818,0.94431,0.92035,0.97085,0.652,1.19176,0.591,0.85853,0.0001784,0.0001784,0.0001784
94,409.82,1.09634,0.56244,0.81736,0.89124,0.95575,0.96707,0.6432,1.22772,0.59917,0.85933,0.0001586,0.0001586,0.0001586
95,414.001,1.0845,0.55543,0.81669,0.88675,0.9292,0.96899,0.6557,1.205,0.58988,0.86127,0.0001388,0.0001388,0.0001388
96,418.411,1.04332,0.55415,0.80188,0.90592,0.93737,0.96582,0.64647,1.21535,0.60675,0.86463,0.000119,0.000119,0.000119
97,422.606,1.06278,0.57974,0.81188,0.88322,0.9469,0.96053,0.63278,1.22406,0.59915,0.8653,9.92e-05,9.92e-05,9.92e-05
98,426.781,1.05938,0.55096,0.83532,0.90837,0.92035,0.96393,0.65572,1.19725,0.57801,0.8663,7.94e-05,7.94e-05,7.94e-05
99,431.078,1.05563,0.55796,0.81945,0.91221,0.9292,0.97118,0.66228,1.19053,0.57061,0.8667,5.96e-05,5.96e-05,5.96e-05
100,435.333,0.99309,0.54013,0.82469,0.89904,0.94569,0.97319,0.66041,1.17844,0.57894,0.86266,3.98e-05,3.98e-05,3.98e-05
