epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,534.416,1.14135,0.56275,0.81107,0.93002,0.94091,0.97611,0.63274,1.23514,0.5783,0.8516,0.0010232,0.0010232,0.0010232
76,541.435,1.16043,0.56257,0.82761,0.94254,0.9469,0.97642,0.63549,1.22087,0.53986,0.85199,0.00101,0.00101,0.00101
77,548.482,1.11265,0.54706,0.82966,0.92418,0.89381,0.96263,0.62586,1.24171,0.60613,0.84344,0.0009968,0.0009968,0.0009968
78,555.489,1.1502,0.55448,0.81706,0.92981,0.93787,0.97692,0.60692,1.27042,0.57635,0.85331,0.0009836,0.0009836,0.0009836
79,562.532,1.13462,0.5424,0.80177,0.95445,0.9292,0.97161,0.64958,1.19665,0.58789,0.87313,0.0009704,0.0009704,0.0009704
80,569.719,1.13664,0.53963,0.80137,0.93783,0.87611,0.95676,0.63901,1.24739,0.5773,0.87161,0.0009572,0.0009572,0.0009572
81,576.705,1.0904,0.52686,0.80115,0.92905,0.9271,0.96888,0.64189,1.22712,0.57753,0.85895,0.000944,0.000944,0.000944
82,583.755,1.15002,0.55074,0.77642,0.94252,0.87611,0.94961,0.63325,1.23764,0.60064,0.86363,0.0009308,0.0009308,0.0009308
83,590.788,1.14736,0.52837,0.82395,0.9451,0.9115,0.96751,0.6203,1.2382,0.57163,0.85273,0.0009176,0.0009176,0.0009176
84,597.837,1.16049,0.54342,0.79956,0.95343,0.9115,0.97275,0.6422,1.20073,0.57913,0.86081,0.0009044,0.0009044,0.0009044
85,604.873,1.12055,0.52109,0.78873,0.95404,0.91845,0.97404,0.64726,1.19065,0.56781,0.85624,0.0008912,0.0008912,0.0008912
86,612.099,1.03574,0.53213,0.79637,0.96294,0.91979,0.97009,0.64492,1.20164,0.57337,0.85939,0.000878,0.000878,0.000878
87,619.112,1.14287,0.53739,0.80266,0.95214,0.93805,0.97594,0.63908,1.23603,0.55261,0.85071,0.0008648,0.0008648,0.0008648
88,626.142,1.16773,0.54576,0.80378,0.96351,0.93483,0.97439,0.61987,1.27028,0.58243,0.85006,0.0008516,0.0008516,0.0008516
89,633.193,1.1077,0.54633,0.79944,0.92227,0.9115,0.9609,0.64258,1.19329,0.56532,0.8577,0.0008384,0.0008384,0.0008384
90,640.221,1.11175,0.53065,0.80554,0.93813,0.9646,0.97343,0.63881,1.2237,0.55915,0.86154,0.0008252,0.0008252,0.0008252
91,647.263,1.11106,0.52569,0.80621,0.93021,0.9436,0.96925,0.64228,1.19161,0.57333,0.86266,0.000812,0.000812,0.000812
92,654.322,1.13528,0.53819,0.8024,0.93117,0.95772,0.98166,0.65046,1.18528,0.55188,0.84873,0.0007988,0.0007988,0.0007988
93,661.49,1.10793,0.52134,0.80344,0.93621,0.95575,0.97447,0.63791,1.21799,0.57701,0.85605,0.0007856,0.0007856,0.0007856
94,668.56,1.0698,0.5089,0.79271,0.95351,0.90751,0.96729,0.63406,1.19773,0.58974,0.85984,0.0007724,0.0007724,0.0007724
95,675.582,1.09087,0.52775,0.80736,0.92397,0.92035,0.96349,0.64461,1.18001,0.57046,0.85633,0.0007592,0.0007592,0.0007592
96,682.614,1.06775,0.5031,0.80282,0.96801,0.88496,0.95863,0.6487,1.16279,0.57522,0.8498,0.000746,0.000746,0.000746
97,689.664,1.08738,0.53325,0.79613,0.92834,0.91719,0.96306,0.62971,1.21475,0.55088,0.84873,0.0007328,0.0007328,0.0007328
98,696.692,1.08736,0.52044,0.78672,0.9407,0.89381,0.95355,0.62991,1.22768,0.58522,0.85118,0.0007196,0.0007196,0.0007196
99,703.885,1.09601,0.53272,0.8106,0.95316,0.90039,0.96293,0.62364,1.26324,0.56528,0.85497,0.0007064,0.0007064,0.0007064
100,710.903,1.08646,0.51456,0.79816,0.9065,0.94384,0.96666,0.63516,1.2297,0.58403,0.84981,0.0006932,0.0006932,0.0006932
101,717.931,1.16414,0.53973,0.78361,0.96435,0.93805,0.97764,0.64549,1.20655,0.54809,0.85898,0.00068,0.00068,0.00068
102,724.996,1.11824,0.51977,0.78905,0.93795,0.9469,0.97118,0.64765,1.14606,0.53678,0.84826,0.0006668,0.0006668,0.0006668
103,732.026,1.04326,0.49085,0.79488,0.95811,0.9292,0.97443,0.65025,1.1836,0.54594,0.8419,0.0006536,0.0006536,0.0006536
104,739.081,1.02527,0.50053,0.79145,0.9292,0.9292,0.9654,0.64292,1.17516,0.54121,0.84429,0.0006404,0.0006404,0.0006404
105,746.239,1.06323,0.49976,0.81601,0.95723,0.92035,0.969,0.64818,1.16274,0.53032,0.84673,0.0006272,0.0006272,0.0006272
106,753.273,1.09909,0.52328,0.7917,0.9501,0.92035,0.96877,0.64428,1.19216,0.5412,0.84455,0.000614,0.000614,0.000614
107,760.304,1.04219,0.49914,0.79152,0.93307,0.9646,0.97698,0.64774,1.18159,0.52639,0.85014,0.0006008,0.0006008,0.0006008
108,767.325,1.09794,0.52511,0.79502,0.96101,0.9115,0.97468,0.65258,1.1658,0.53393,0.84259,0.0005876,0.0005876,0.0005876
109,774.332,1.08561,0.49918,0.79062,0.94936,0.90265,0.97126,0.63157,1.21356,0.564,0.84561,0.0005744,0.0005744,0.0005744
110,781.361,1.06669,0.49359,0.77739,0.9234,0.9646,0.97458,0.64935,1.15926,0.52177,0.84695,0.0005612,0.0005612,0.0005612
111,788.564,1.04131,0.48685,0.78268,0.9647,0.9115,0.97119,0.67165,1.14121,0.53759,0.85622,0.000548,0.000548,0.000548
112,795.667,1.08016,0.50914,0.80694,0.97178,0.91424,0.97278,0.64698,1.16087,0.55153,0.86236,0.0005348,0.0005348,0.0005348
113,802.68,1.09981,0.50328,0.78994,0.91428,0.94385,0.97539,0.6695,1.13306,0.53594,0.85049,0.0005216,0.0005216,0.0005216
114,809.711,1.05409,0.50692,0.80532,0.88968,0.9469,0.96928,0.65708,1.18047,0.54347,0.85226,0.0005084,0.0005084,0.0005084
115,816.729,1.08972,0.51986,0.79983,0.92099,0.92836,0.95539,0.6463,1.16154,0.5571,0.85382,0.0004952,0.0004952,0.0004952
116,823.712,1.08078,0.51399,0.78826,0.9468,0.94497,0.96349,0.63393,1.18271,0.53124,0.85317,0.000482,0.000482,0.000482
117,830.954,1.03204,0.50685,0.79966,0.96343,0.93254,0.97323,0.6404,1.16212,0.52688,0.84421,0.0004688,0.0004688,0.0004688
118,837.967,0.99486,0.4778,0.79422,0.93831,0.93805,0.97211,0.62871,1.22601,0.54178,0.84546,0.0004556,0.0004556,0.0004556
119,845.011,1.06705,0.50398,0.79842,0.93865,0.9478,0.97647,0.64689,1.14363,0.52329,0.8443,0.0004424,0.0004424,0.0004424
120,852.007,0.98252,0.46947,0.78697,0.93055,0.95575,0.96749,0.62809,1.17608,0.53501,0.85092,0.0004292,0.0004292,0.0004292
121,859.042,1.05895,0.49265,0.78682,0.93783,0.95575,0.97415,0.64126,1.16026,0.52412,0.85308,0.000416,0.000416,0.000416
122,866.095,0.98908,0.47532,0.78697,0.93136,0.96063,0.97335,0.6406,1.19711,0.52544,0.85196,0.0004028,0.0004028,0.0004028
123,873.303,1.05276,0.47937,0.79032,0.92475,0.9646,0.97626,0.64958,1.1777,0.53328,0.85007,0.0003896,0.0003896,0.0003896
124,880.334,1.01942,0.47624,0.79585,0.93008,0.9646,0.97401,0.64645,1.16452,0.52592,0.84963,0.0003764,0.0003764,0.0003764
125,887.361,1.0248,0.4913,0.79872,0.92761,0.9292,0.96351,0.6428,1.1231,0.53855,0.84941,0.0003632,0.0003632,0.0003632
126,894.382,1.04209,0.48539,0.79023,0.92461,0.92035,0.9648,0.63845,1.14153,0.53798,0.84375,0.00035,0.00035,0.00035
127,901.438,0.98897,0.47694,0.79411,0.91409,0.94167,0.96347,0.63006,1.22077,0.54924,0.85167,0.0003368,0.0003368,0.0003368
128,908.43,1.07506,0.49055,0.80054,0.93687,0.9292,0.96823,0.65464,1.16982,0.53113,0.84718,0.0003236,0.0003236,0.0003236
129,915.674,1.01091,0.48126,0.7963,0.94422,0.9469,0.97685,0.65086,1.14924,0.51483,0.85049,0.0003104,0.0003104,0.0003104
130,922.702,1.01748,0.5036,0.77051,0.93829,0.94195,0.9717,0.66402,1.12617,0.51706,0.85329,0.0002972,0.0002972,0.0002972
131,929.747,1.03622,0.48567,0.79128,0.93891,0.95212,0.9733,0.65346,1.14183,0.52718,0.84719,0.000284,0.000284,0.000284
132,936.794,1.0055,0.46768,0.77706,0.95459,0.93025,0.97463,0.6544,1.15909,0.52617,0.85019,0.0002708,0.0002708,0.0002708
133,943.786,1.03955,0.48659,0.78619,0.93824,0.94112,0.9737,0.65091,1.16103,0.53225,0.84795,0.0002576,0.0002576,0.0002576
134,950.831,0.97232,0.46784,0.78024,0.9638,0.94236,0.97644,0.65257,1.11875,0.50694,0.85182,0.0002444,0.0002444,0.0002444
135,958.05,1.02095,0.4826,0.79302,0.96376,0.9469,0.97828,0.65295,1.14884,0.51304,0.851,0.0002312,0.0002312,0.0002312
136,965.056,1.05244,0.50273,0.7897,0.9515,0.9469,0.96852,0.64561,1.15239,0.50365,0.85661,0.000218,0.000218,0.000218
137,972.089,1.02015,0.48146,0.77903,0.95199,0.93805,0.96793,0.64702,1.16329,0.52459,0.85671,0.0002048,0.0002048,0.0002048
138,979.12,1.01578,0.4621,0.77927,0.96823,0.95575,0.97818,0.66429,1.11631,0.50514,0.85407,0.0001916,0.0001916,0.0001916
139,986.135,0.98389,0.45743,0.79228,0.94692,0.94715,0.97039,0.65369,1.12556,0.5016,0.85281,0.0001784,0.0001784,0.0001784
140,993.149,1.0069,0.47232,0.78642,0.96394,0.94618,0.97092,0.65402,1.14831,0.49888,0.84995,0.0001652,0.0001652,0.0001652
141,1002.59,0.9155,0.46309,0.79645,0.95519,0.94324,0.96893,0.66171,1.11919,0.49068,0.84786,0.000152,0.000152,0.000152
142,1009.66,0.87904,0.44418,0.78312,0.95276,0.9469,0.9697,0.66161,1.1174,0.50123,0.84589,0.0001388,0.0001388,0.0001388
143,1016.67,0.88315,0.43419,0.77422,0.96362,0.93763,0.96988,0.66034,1.12241,0.50333,0.84537,0.0001256,0.0001256,0.0001256
144,1023.67,0.8645,0.43491,0.78446,0.94362,0.93805,0.96921,0.6699,1.10382,0.5106,0.84786,0.0001124,0.0001124,0.0001124
145,1030.69,0.90105,0.43089,0.77903,0.9549,0.93686,0.96754,0.66416,1.11231,0.51086,0.84755,9.92e-05,9.92e-05,9.92e-05
146,1037.72,0.8332,0.42572,0.77767,0.94561,0.9292,0.96772,0.65304,1.12988,0.5098,0.85046,8.6e-05,8.6e-05,8.6e-05
147,1044.95,0.89824,0.43425,0.78225,0.93038,0.94604,0.96895,0.65227,1.13365,0.50584,0.85009,7.28e-05,7.28e-05,7.28e-05
148,1051.96,0.89365,0.43218,0.77004,0.95124,0.92035,0.96659,0.6515,1.13602,0.50452,0.85014,5.96e-05,5.96e-05,5.96e-05
149,1059,0.87481,0.42949,0.79585,0.95197,0.92035,0.96733,0.66018,1.12102,0.50168,0.84928,4.64e-05,4.64e-05,4.64e-05
150,1065.97,0.89067,0.43584,0.79316,0.95136,0.92035,0.96869,0.66262,1.11591,0.50541,0.84541,3.32e-05,3.32e-05,3.32e-05
